filename,width,height,class,xmin,ymin,xmax,ymax
80e02a518ffe4cb2_jpg.rf.f8e889ac521be67cbdd6cdb84ecdd52d.jpg,416,416,license-plate,152,235,275,276
80e02a518ffe4cb2_jpg.rf.f8e889ac521be67cbdd6cdb84ecdd52d.jpg,416,416,vehicle,33,1,399,410
8cb5553e75d3d311_jpg.rf.e3806d0ad5061051e7cbb6b4d9cd132d.jpg,416,416,license-plate,41,188,72,226
8cb5553e75d3d311_jpg.rf.e3806d0ad5061051e7cbb6b4d9cd132d.jpg,416,416,license-plate,343,76,366,95
8cb5553e75d3d311_jpg.rf.e3806d0ad5061051e7cbb6b4d9cd132d.jpg,416,416,vehicle,13,64,378,336
8cb5553e75d3d311_jpg.rf.e3806d0ad5061051e7cbb6b4d9cd132d.jpg,416,416,vehicle,97,30,312,123
8cb5553e75d3d311_jpg.rf.e3806d0ad5061051e7cbb6b4d9cd132d.jpg,416,416,vehicle,312,8,416,176
76e14d05ee8acb6d_jpg.rf.e4c4ee19a7059beb1609a04bf4145c4b.jpg,416,416,license-plate,43,182,106,243
76e14d05ee8acb6d_jpg.rf.e4c4ee19a7059beb1609a04bf4145c4b.jpg,416,416,vehicle,16,39,400,401
1ca1155083156d72_jpg.rf.f69458ccf7481ccdd8833b28b4a83f7a.jpg,416,416,license-plate,145,228,268,306
1ca1155083156d72_jpg.rf.f69458ccf7481ccdd8833b28b4a83f7a.jpg,416,416,vehicle,0,0,416,386
044417ca6134604f_jpg.rf.ed7aa69d470a19404ab882bf24cf27fd.jpg,416,416,license-plate,287,216,331,244
044417ca6134604f_jpg.rf.ed7aa69d470a19404ab882bf24cf27fd.jpg,416,416,vehicle,11,94,371,338
044417ca6134604f_jpg.rf.ed7aa69d470a19404ab882bf24cf27fd.jpg,416,416,vehicle,227,37,416,286
affd16c51644a893_jpg.rf.e7fd0c101b38d22931690b7167ddad67.jpg,416,416,license-plate,125,310,236,343
affd16c51644a893_jpg.rf.e7fd0c101b38d22931690b7167ddad67.jpg,416,416,vehicle,25,0,349,392
1f1d5bc31e444cc1_jpg.rf.f48852eee96aafdff1d90bb9f3e5f27c.jpg,416,416,license-plate,124,216,229,263
1f1d5bc31e444cc1_jpg.rf.f48852eee96aafdff1d90bb9f3e5f27c.jpg,416,416,vehicle,31,100,318,332
6c144e47161867c2_jpg.rf.ec2a50f3926a6f39eb4c39fbec843f9f.jpg,416,416,license-plate,136,319,182,342
6c144e47161867c2_jpg.rf.ec2a50f3926a6f39eb4c39fbec843f9f.jpg,416,416,vehicle,110,142,393,363
70e7b5173fe1e289_jpg.rf.ee52c521f328265822a8bbd3ccac8051.jpg,416,416,license-plate,72,137,180,187
70e7b5173fe1e289_jpg.rf.ee52c521f328265822a8bbd3ccac8051.jpg,416,416,vehicle,7,26,416,398
30b6cfb60bf44533_jpg.rf.fbc07d315feb804c56614187c2c35784.jpg,416,416,license-plate,24,164,34,169
30b6cfb60bf44533_jpg.rf.fbc07d315feb804c56614187c2c35784.jpg,416,416,vehicle,2,110,416,334
a9b2a2018f845393_jpg.rf.f11e98cbbbe047ad1edf2370a696c3e7.jpg,416,416,license-plate,41,198,82,235
a9b2a2018f845393_jpg.rf.f11e98cbbbe047ad1edf2370a696c3e7.jpg,416,416,vehicle,15,86,392,352
4df1448703257ff0_jpg.rf.eab3701cdae0218bfee38fe737fbf553.jpg,416,416,license-plate,164,381,234,415
4df1448703257ff0_jpg.rf.eab3701cdae0218bfee38fe737fbf553.jpg,416,416,vehicle,0,121,74,321
4df1448703257ff0_jpg.rf.eab3701cdae0218bfee38fe737fbf553.jpg,416,416,vehicle,22,77,399,416
6eb18d1ad17cd174_jpg.rf.ef74db2cf0ca9cd341fe1b0ab9a510ad.jpg,416,416,license-plate,381,265,406,316
6eb18d1ad17cd174_jpg.rf.ef74db2cf0ca9cd341fe1b0ab9a510ad.jpg,416,416,vehicle,0,57,14,157
6eb18d1ad17cd174_jpg.rf.ef74db2cf0ca9cd341fe1b0ab9a510ad.jpg,416,416,vehicle,10,24,407,390
6eb18d1ad17cd174_jpg.rf.ef74db2cf0ca9cd341fe1b0ab9a510ad.jpg,416,416,vehicle,318,41,416,187
65e080f9ac466664_jpg.rf.fae5ecbf7651136ef2463314b3e1c16b.jpg,416,416,license-plate,21,183,33,194
65e080f9ac466664_jpg.rf.fae5ecbf7651136ef2463314b3e1c16b.jpg,416,416,license-plate,84,181,113,211
65e080f9ac466664_jpg.rf.fae5ecbf7651136ef2463314b3e1c16b.jpg,416,416,vehicle,0,68,37,156
65e080f9ac466664_jpg.rf.fae5ecbf7651136ef2463314b3e1c16b.jpg,416,416,vehicle,15,73,148,217
65e080f9ac466664_jpg.rf.fae5ecbf7651136ef2463314b3e1c16b.jpg,416,416,vehicle,66,67,350,324
65e080f9ac466664_jpg.rf.fae5ecbf7651136ef2463314b3e1c16b.jpg,416,416,vehicle,140,61,174,92
65e080f9ac466664_jpg.rf.fae5ecbf7651136ef2463314b3e1c16b.jpg,416,416,vehicle,196,44,247,67
65e080f9ac466664_jpg.rf.fae5ecbf7651136ef2463314b3e1c16b.jpg,416,416,vehicle,270,64,331,107
65e080f9ac466664_jpg.rf.fae5ecbf7651136ef2463314b3e1c16b.jpg,416,416,vehicle,328,62,391,112
65e080f9ac466664_jpg.rf.fae5ecbf7651136ef2463314b3e1c16b.jpg,416,416,vehicle,389,60,416,118
5a122adbb1a776b7_jpg.rf.e400aa454d644ea63d6f81365c11d74e.jpg,416,416,license-plate,31,45,36,50
5a122adbb1a776b7_jpg.rf.e400aa454d644ea63d6f81365c11d74e.jpg,416,416,license-plate,145,121,195,137
5a122adbb1a776b7_jpg.rf.e400aa454d644ea63d6f81365c11d74e.jpg,416,416,license-plate,183,238,277,268
5a122adbb1a776b7_jpg.rf.e400aa454d644ea63d6f81365c11d74e.jpg,416,416,license-plate,256,67,272,76
5a122adbb1a776b7_jpg.rf.e400aa454d644ea63d6f81365c11d74e.jpg,416,416,license-plate,358,158,366,174
5a122adbb1a776b7_jpg.rf.e400aa454d644ea63d6f81365c11d74e.jpg,416,416,vehicle,0,0,416,365
16789af24af158d8_jpg.rf.fc736339c7e162dd985aca4b4dbc827c.jpg,416,416,license-plate,107,188,259,230
16789af24af158d8_jpg.rf.fc736339c7e162dd985aca4b4dbc827c.jpg,416,416,vehicle,0,48,388,345
16789af24af158d8_jpg.rf.fc736339c7e162dd985aca4b4dbc827c.jpg,416,416,vehicle,389,139,416,214
8c63cf76166c3bd7_jpg.rf.e63842fc74bf98e39a233a53024821f3.jpg,416,416,license-plate,307,241,340,275
8c63cf76166c3bd7_jpg.rf.e63842fc74bf98e39a233a53024821f3.jpg,416,416,vehicle,50,116,377,344
2bd26c63ebf598b7_jpg.rf.e7aa2dc7e2a75ad66d167482a105558b.jpg,416,416,license-plate,270,221,325,257
2bd26c63ebf598b7_jpg.rf.e7aa2dc7e2a75ad66d167482a105558b.jpg,416,416,vehicle,1,76,99,196
2bd26c63ebf598b7_jpg.rf.e7aa2dc7e2a75ad66d167482a105558b.jpg,416,416,vehicle,28,73,378,379
5a3f94aa35766f31_jpg.rf.f259f4cd77838504054fa33a7a8116ef.jpg,416,416,license-plate,71,136,93,151
5a3f94aa35766f31_jpg.rf.f259f4cd77838504054fa33a7a8116ef.jpg,416,416,license-plate,136,101,149,114
5a3f94aa35766f31_jpg.rf.f259f4cd77838504054fa33a7a8116ef.jpg,416,416,license-plate,279,158,318,182
5a3f94aa35766f31_jpg.rf.f259f4cd77838504054fa33a7a8116ef.jpg,416,416,vehicle,22,84,156,211
5a3f94aa35766f31_jpg.rf.f259f4cd77838504054fa33a7a8116ef.jpg,416,416,vehicle,105,66,188,158
5a3f94aa35766f31_jpg.rf.f259f4cd77838504054fa33a7a8116ef.jpg,416,416,vehicle,245,70,411,270
5a3f94aa35766f31_jpg.rf.f259f4cd77838504054fa33a7a8116ef.jpg,416,416,vehicle,272,52,362,72
aac1aaaf824b63dd_jpg.rf.fdb96649c713cd73499dfc74d5474dff.jpg,416,416,license-plate,18,143,34,155
aac1aaaf824b63dd_jpg.rf.fdb96649c713cd73499dfc74d5474dff.jpg,416,416,license-plate,188,235,238,265
aac1aaaf824b63dd_jpg.rf.fdb96649c713cd73499dfc74d5474dff.jpg,416,416,vehicle,0,104,75,200
2adddd0b09bb0f17_jpg.rf.fe13745361c1126ce4fb283ff48380c0.jpg,416,416,license-plate,174,201,244,248
2adddd0b09bb0f17_jpg.rf.fe13745361c1126ce4fb283ff48380c0.jpg,416,416,vehicle,24,20,400,382
0fbd1b85fc01d2ae_jpg.rf.fe227b3fd4422d42c57f875929dce42c.jpg,416,416,license-plate,31,282,60,311
0fbd1b85fc01d2ae_jpg.rf.fe227b3fd4422d42c57f875929dce42c.jpg,416,416,vehicle,0,195,42,335
0fbd1b85fc01d2ae_jpg.rf.fe227b3fd4422d42c57f875929dce42c.jpg,416,416,vehicle,0,131,46,173
0fbd1b85fc01d2ae_jpg.rf.fe227b3fd4422d42c57f875929dce42c.jpg,416,416,vehicle,0,128,91,206
0fbd1b85fc01d2ae_jpg.rf.fe227b3fd4422d42c57f875929dce42c.jpg,416,416,vehicle,23,117,395,369
0ee91c4938b6e7ee_jpg.rf.fee1f92dd461febca82abd99efd9a362.jpg,416,416,license-plate,0,70,11,74
0ee91c4938b6e7ee_jpg.rf.fee1f92dd461febca82abd99efd9a362.jpg,416,416,license-plate,164,230,241,258
0ee91c4938b6e7ee_jpg.rf.fee1f92dd461febca82abd99efd9a362.jpg,416,416,vehicle,0,57,50,87
0ee91c4938b6e7ee_jpg.rf.fee1f92dd461febca82abd99efd9a362.jpg,416,416,vehicle,2,49,416,278
0ee91c4938b6e7ee_jpg.rf.fee1f92dd461febca82abd99efd9a362.jpg,416,416,vehicle,45,57,66,70
0ee91c4938b6e7ee_jpg.rf.fee1f92dd461febca82abd99efd9a362.jpg,416,416,vehicle,65,57,77,69
621837d55c229864_jpg.rf.fce67724dbce8d9e18ee66ea428c333d.jpg,416,416,license-plate,126,215,187,275
621837d55c229864_jpg.rf.fce67724dbce8d9e18ee66ea428c333d.jpg,416,416,vehicle,31,103,47,122
621837d55c229864_jpg.rf.fce67724dbce8d9e18ee66ea428c333d.jpg,416,416,vehicle,50,105,82,123
621837d55c229864_jpg.rf.fce67724dbce8d9e18ee66ea428c333d.jpg,416,416,vehicle,84,108,113,132
621837d55c229864_jpg.rf.fce67724dbce8d9e18ee66ea428c333d.jpg,416,416,vehicle,88,30,377,351
548a8e997a66a0c4_jpg.rf.0139e770d085929090f1bc9a1b969325.jpg,416,416,license-plate,172,204,211,229
548a8e997a66a0c4_jpg.rf.0139e770d085929090f1bc9a1b969325.jpg,416,416,license-plate,291,195,301,200
548a8e997a66a0c4_jpg.rf.0139e770d085929090f1bc9a1b969325.jpg,416,416,vehicle,75,120,342,331
9ebbaf4d1f8d6e7b_jpg.rf.0ba4adf37e24b2b3287ca9cccec3e92b.jpg,416,416,license-plate,163,158,236,231
9ebbaf4d1f8d6e7b_jpg.rf.0ba4adf37e24b2b3287ca9cccec3e92b.jpg,416,416,vehicle,8,0,410,415
3e2306f2cf4b2c67_jpg.rf.0ecdd619e71bd71e2b12f742672c5229.jpg,416,416,license-plate,231,264,285,300
3e2306f2cf4b2c67_jpg.rf.0ecdd619e71bd71e2b12f742672c5229.jpg,416,416,vehicle,36,34,399,393
659dbf4f8c0fd29d_jpg.rf.0a5d58d700e7266920ed6d9418308f84.jpg,416,416,license-plate,239,348,311,398
659dbf4f8c0fd29d_jpg.rf.0a5d58d700e7266920ed6d9418308f84.jpg,416,416,vehicle,80,0,415,415
659dbf4f8c0fd29d_jpg.rf.0a5d58d700e7266920ed6d9418308f84.jpg,416,416,vehicle,316,74,372,120
659dbf4f8c0fd29d_jpg.rf.0a5d58d700e7266920ed6d9418308f84.jpg,416,416,vehicle,364,92,416,140
43b1b0028dd2db8d_jpg.rf.163eebe0fa7241a2fa3fe53c59813adf.jpg,416,416,license-plate,208,282,274,305
43b1b0028dd2db8d_jpg.rf.163eebe0fa7241a2fa3fe53c59813adf.jpg,416,416,vehicle,58,135,328,377
99c9c657582f958f_jpg.rf.1426668ee2023032845d5c518d164012.jpg,416,416,license-plate,39,256,50,270
99c9c657582f958f_jpg.rf.1426668ee2023032845d5c518d164012.jpg,416,416,license-plate,122,296,149,326
99c9c657582f958f_jpg.rf.1426668ee2023032845d5c518d164012.jpg,416,416,vehicle,39,185,230,298
99c9c657582f958f_jpg.rf.1426668ee2023032845d5c518d164012.jpg,416,416,vehicle,115,176,376,376
25d5c2fbd8b99662_jpg.rf.161b81359c98dba156768154d68ad57a.jpg,416,416,license-plate,357,298,376,338
25d5c2fbd8b99662_jpg.rf.161b81359c98dba156768154d68ad57a.jpg,416,416,vehicle,5,24,409,396
25d5c2fbd8b99662_jpg.rf.161b81359c98dba156768154d68ad57a.jpg,416,416,vehicle,322,59,416,198
2f90aaa72744452d_jpg.rf.0e17c4efd3453d01e55c27ab451054f3.jpg,416,416,license-plate,165,219,236,238
2f90aaa72744452d_jpg.rf.0e17c4efd3453d01e55c27ab451054f3.jpg,416,416,license-plate,313,167,336,178
2f90aaa72744452d_jpg.rf.0e17c4efd3453d01e55c27ab451054f3.jpg,416,416,vehicle,0,83,416,280
2619ec27a314e69c_jpg.rf.0d1598cec705deb61d2274477036771f.jpg,416,416,license-plate,0,223,61,308
2619ec27a314e69c_jpg.rf.0d1598cec705deb61d2274477036771f.jpg,416,416,vehicle,0,17,394,405
44afab29f5fa0abf_jpg.rf.189fa2c400a597627c68eb9a0d010e8b.jpg,416,416,license-plate,119,302,211,348
44afab29f5fa0abf_jpg.rf.189fa2c400a597627c68eb9a0d010e8b.jpg,416,416,license-plate,382,247,415,274
44afab29f5fa0abf_jpg.rf.189fa2c400a597627c68eb9a0d010e8b.jpg,416,416,vehicle,0,121,264,395
44afab29f5fa0abf_jpg.rf.189fa2c400a597627c68eb9a0d010e8b.jpg,416,416,vehicle,158,133,416,320
44afab29f5fa0abf_jpg.rf.189fa2c400a597627c68eb9a0d010e8b.jpg,416,416,vehicle,340,166,408,186
4cb48c8bf41b70a4_jpg.rf.1a2d8feecb685c397886de880db57c5d.jpg,416,416,license-plate,158,223,255,278
4cb48c8bf41b70a4_jpg.rf.1a2d8feecb685c397886de880db57c5d.jpg,416,416,vehicle,0,0,416,378
88fc866f92860d70_jpg.rf.15f733df4a6ad896778e8f8a196acfc1.jpg,416,416,license-plate,221,294,283,324
724307be418b2ed2_jpg.rf.18376617b09decaf0d49b8f748c8977e.jpg,416,416,license-plate,85,231,128,276
724307be418b2ed2_jpg.rf.18376617b09decaf0d49b8f748c8977e.jpg,416,416,vehicle,30,23,416,380
724307be418b2ed2_jpg.rf.18376617b09decaf0d49b8f748c8977e.jpg,416,416,vehicle,30,97,112,149
724307be418b2ed2_jpg.rf.18376617b09decaf0d49b8f748c8977e.jpg,416,416,vehicle,314,107,341,132
724307be418b2ed2_jpg.rf.18376617b09decaf0d49b8f748c8977e.jpg,416,416,vehicle,338,110,356,129
724307be418b2ed2_jpg.rf.18376617b09decaf0d49b8f748c8977e.jpg,416,416,vehicle,353,109,367,127
724307be418b2ed2_jpg.rf.18376617b09decaf0d49b8f748c8977e.jpg,416,416,vehicle,379,109,395,125
724307be418b2ed2_jpg.rf.18376617b09decaf0d49b8f748c8977e.jpg,416,416,vehicle,395,111,403,124
932eef14e5ee78b2_jpg.rf.205053889cf761b26dc8164b3548848c.jpg,416,416,license-plate,162,254,275,290
932eef14e5ee78b2_jpg.rf.205053889cf761b26dc8164b3548848c.jpg,416,416,vehicle,8,0,410,296
911e694dcc0814bf_jpg.rf.14c36fe93e30afbdbb6c158735e6e3fd.jpg,416,416,license-plate,44,71,58,80
911e694dcc0814bf_jpg.rf.14c36fe93e30afbdbb6c158735e6e3fd.jpg,416,416,license-plate,207,85,215,95
911e694dcc0814bf_jpg.rf.14c36fe93e30afbdbb6c158735e6e3fd.jpg,416,416,license-plate,329,276,361,344
911e694dcc0814bf_jpg.rf.14c36fe93e30afbdbb6c158735e6e3fd.jpg,416,416,license-plate,374,197,396,213
911e694dcc0814bf_jpg.rf.14c36fe93e30afbdbb6c158735e6e3fd.jpg,416,416,vehicle,0,65,32,137
911e694dcc0814bf_jpg.rf.14c36fe93e30afbdbb6c158735e6e3fd.jpg,416,416,vehicle,15,103,409,388
911e694dcc0814bf_jpg.rf.14c36fe93e30afbdbb6c158735e6e3fd.jpg,416,416,vehicle,33,36,134,101
911e694dcc0814bf_jpg.rf.14c36fe93e30afbdbb6c158735e6e3fd.jpg,416,416,vehicle,160,50,233,115
911e694dcc0814bf_jpg.rf.14c36fe93e30afbdbb6c158735e6e3fd.jpg,416,416,vehicle,206,51,416,236
2fe1f00b77a110a0_jpg.rf.212176020f6182f5999a3a839e194fa3.jpg,416,416,license-plate,169,212,246,236
2fe1f00b77a110a0_jpg.rf.212176020f6182f5999a3a839e194fa3.jpg,416,416,vehicle,81,90,337,350
460753acbd6e6dad_jpg.rf.1837e1f26757e554951ae5e0a65aa2b4.jpg,416,416,license-plate,55,139,69,150
460753acbd6e6dad_jpg.rf.1837e1f26757e554951ae5e0a65aa2b4.jpg,416,416,license-plate,120,287,176,332
460753acbd6e6dad_jpg.rf.1837e1f26757e554951ae5e0a65aa2b4.jpg,416,416,vehicle,0,72,84,158
460753acbd6e6dad_jpg.rf.1837e1f26757e554951ae5e0a65aa2b4.jpg,416,416,vehicle,34,79,159,163
460753acbd6e6dad_jpg.rf.1837e1f26757e554951ae5e0a65aa2b4.jpg,416,416,vehicle,44,39,354,378
460753acbd6e6dad_jpg.rf.1837e1f26757e554951ae5e0a65aa2b4.jpg,416,416,vehicle,55,71,125,92
a823532e163f5722_jpg.rf.1b0324e32202c4799ebf3de7df2b2fff.jpg,416,416,license-plate,111,297,188,376
a823532e163f5722_jpg.rf.1b0324e32202c4799ebf3de7df2b2fff.jpg,416,416,vehicle,21,1,415,415
19eba8ac64eed194_jpg.rf.20bd6b9a33aa4534c8e62a5f61ee41af.jpg,416,416,license-plate,105,162,145,203
19eba8ac64eed194_jpg.rf.20bd6b9a33aa4534c8e62a5f61ee41af.jpg,416,416,vehicle,0,20,392,309
19eba8ac64eed194_jpg.rf.20bd6b9a33aa4534c8e62a5f61ee41af.jpg,416,416,vehicle,393,59,416,348
1edfbe8c28a86caf_jpg.rf.1dd07633abdf8f17e32a3d1aa530a454.jpg,416,416,license-plate,166,230,240,257
1edfbe8c28a86caf_jpg.rf.1dd07633abdf8f17e32a3d1aa530a454.jpg,416,416,vehicle,81,122,324,405
5daafbcf76fa6602_jpg.rf.14442dd74aa0e629fe892e73fb65e71f.jpg,416,416,license-plate,164,291,228,317
5daafbcf76fa6602_jpg.rf.14442dd74aa0e629fe892e73fb65e71f.jpg,416,416,vehicle,0,73,66,326
5daafbcf76fa6602_jpg.rf.14442dd74aa0e629fe892e73fb65e71f.jpg,416,416,vehicle,64,13,353,378
5daafbcf76fa6602_jpg.rf.14442dd74aa0e629fe892e73fb65e71f.jpg,416,416,vehicle,316,17,416,204
017527da8bfeb97d_jpg.rf.17672ad4e825cf9ef7ec613f6be6347e.jpg,416,416,license-plate,213,187,321,230
017527da8bfeb97d_jpg.rf.17672ad4e825cf9ef7ec613f6be6347e.jpg,416,416,vehicle,1,155,42,269
017527da8bfeb97d_jpg.rf.17672ad4e825cf9ef7ec613f6be6347e.jpg,416,416,vehicle,43,157,59,288
017527da8bfeb97d_jpg.rf.17672ad4e825cf9ef7ec613f6be6347e.jpg,416,416,vehicle,47,106,96,305
017527da8bfeb97d_jpg.rf.17672ad4e825cf9ef7ec613f6be6347e.jpg,416,416,vehicle,53,79,264,347
017527da8bfeb97d_jpg.rf.17672ad4e825cf9ef7ec613f6be6347e.jpg,416,416,vehicle,63,0,415,415
12b7ea40074d3b20_jpg.rf.1d9f76176d57b1dfce50f79ed0082b87.jpg,416,416,license-plate,122,304,288,342
12b7ea40074d3b20_jpg.rf.1d9f76176d57b1dfce50f79ed0082b87.jpg,416,416,vehicle,0,0,415,415
7f9740e95a74f2b9_jpg.rf.1e44a6577ba658d57491a4836bbd3f58.jpg,416,416,license-plate,104,196,303,251
7f9740e95a74f2b9_jpg.rf.1e44a6577ba658d57491a4836bbd3f58.jpg,416,416,vehicle,0,0,415,369
87793700161a7a6b_jpg.rf.22eb55ad16b7ad20478d19ee6b3ff877.jpg,416,416,license-plate,183,277,295,318
87793700161a7a6b_jpg.rf.22eb55ad16b7ad20478d19ee6b3ff877.jpg,416,416,vehicle,0,133,13,241
87793700161a7a6b_jpg.rf.22eb55ad16b7ad20478d19ee6b3ff877.jpg,416,416,vehicle,0,111,27,144
87793700161a7a6b_jpg.rf.22eb55ad16b7ad20478d19ee6b3ff877.jpg,416,416,vehicle,16,23,388,380
87793700161a7a6b_jpg.rf.22eb55ad16b7ad20478d19ee6b3ff877.jpg,416,416,vehicle,298,2,416,309
74ee6d1b58ae2e70_jpg.rf.1bd30d8bd1c71d1656ca9de97251ad27.jpg,416,416,license-plate,177,238,243,258
74ee6d1b58ae2e70_jpg.rf.1bd30d8bd1c71d1656ca9de97251ad27.jpg,416,416,vehicle,89,44,327,332
08481c03daf6f35d_jpg.rf.227b7230a71039b5f5a5b6803aa1e22c.jpg,416,416,license-plate,129,366,287,416
08481c03daf6f35d_jpg.rf.227b7230a71039b5f5a5b6803aa1e22c.jpg,416,416,vehicle,0,0,409,415
5a96f5e1f9be8d42_jpg.rf.1e4bf1c059627c1d842115568aec203b.jpg,416,416,license-plate,106,285,195,325
5a96f5e1f9be8d42_jpg.rf.1e4bf1c059627c1d842115568aec203b.jpg,416,416,vehicle,25,44,416,379
2d40d6e377c82ec9_jpg.rf.28e8161f6c504b302c1a50f27dd59e45.jpg,416,416,license-plate,15,265,148,316
2d40d6e377c82ec9_jpg.rf.28e8161f6c504b302c1a50f27dd59e45.jpg,416,416,vehicle,0,50,415,352
955a8e4c8ba8116e_jpg.rf.1cacebe375a3efadbb23d3e523f19763.jpg,416,416,license-plate,245,232,343,287
955a8e4c8ba8116e_jpg.rf.1cacebe375a3efadbb23d3e523f19763.jpg,416,416,vehicle,1,66,98,221
955a8e4c8ba8116e_jpg.rf.1cacebe375a3efadbb23d3e523f19763.jpg,416,416,vehicle,19,19,415,415
16c15b29b30148c2_jpg.rf.2f2dd33f4c36d5984bac383e9c9c2972.jpg,416,416,license-plate,103,278,223,323
16c15b29b30148c2_jpg.rf.2f2dd33f4c36d5984bac383e9c9c2972.jpg,416,416,vehicle,0,63,104,257
16c15b29b30148c2_jpg.rf.2f2dd33f4c36d5984bac383e9c9c2972.jpg,416,416,vehicle,32,38,397,383
3d98e3713783e82d_jpg.rf.2b09c12e7a3230ae02ba57e52fec82f2.jpg,416,416,license-plate,12,63,24,68
3d98e3713783e82d_jpg.rf.2b09c12e7a3230ae02ba57e52fec82f2.jpg,416,416,license-plate,384,228,409,277
43339d9cbca470e4_jpg.rf.2092d252b23417fbd449789aa17aea91.jpg,416,416,license-plate,249,144,306,187
43339d9cbca470e4_jpg.rf.2092d252b23417fbd449789aa17aea91.jpg,416,416,vehicle,0,120,47,209
43339d9cbca470e4_jpg.rf.2092d252b23417fbd449789aa17aea91.jpg,416,416,vehicle,31,29,387,338
43339d9cbca470e4_jpg.rf.2092d252b23417fbd449789aa17aea91.jpg,416,416,vehicle,362,113,398,164
43339d9cbca470e4_jpg.rf.2092d252b23417fbd449789aa17aea91.jpg,416,416,vehicle,389,136,416,201
35875c388efcddf0_jpg.rf.2e4bfdef8ff7d2c5a6ace544622b8dce.jpg,416,416,license-plate,1,26,14,35
35875c388efcddf0_jpg.rf.2e4bfdef8ff7d2c5a6ace544622b8dce.jpg,416,416,license-plate,187,206,300,286
35875c388efcddf0_jpg.rf.2e4bfdef8ff7d2c5a6ace544622b8dce.jpg,416,416,vehicle,0,1,46,72
35875c388efcddf0_jpg.rf.2e4bfdef8ff7d2c5a6ace544622b8dce.jpg,416,416,vehicle,0,0,415,415
35875c388efcddf0_jpg.rf.2e4bfdef8ff7d2c5a6ace544622b8dce.jpg,416,416,vehicle,319,1,415,72
35875c388efcddf0_jpg.rf.2e4bfdef8ff7d2c5a6ace544622b8dce.jpg,416,416,vehicle,373,1,415,119
29f7991e696e6e3f_jpg.rf.2c4c1f752b2f0b3f446eb9d16983df5a.jpg,416,416,license-plate,181,176,259,236
1e6e75488d7878aa_jpg.rf.2675fb5270fce9c1aa1b1ea02f0f6b12.jpg,416,416,license-plate,24,246,35,264
1e6e75488d7878aa_jpg.rf.2675fb5270fce9c1aa1b1ea02f0f6b12.jpg,416,416,license-plate,270,213,275,221
1e6e75488d7878aa_jpg.rf.2675fb5270fce9c1aa1b1ea02f0f6b12.jpg,416,416,vehicle,21,137,273,313
1e6e75488d7878aa_jpg.rf.2675fb5270fce9c1aa1b1ea02f0f6b12.jpg,416,416,vehicle,263,152,377,249
643c3cc1a4e85db2_jpg.rf.2db01eb9959635d88ef16759960038d9.jpg,416,416,license-plate,183,201,244,242
643c3cc1a4e85db2_jpg.rf.2db01eb9959635d88ef16759960038d9.jpg,416,416,vehicle,58,31,358,380
87b4f1202cd06440_jpg.rf.2ac9ee95057ccf91f52c0e43dfe0de40.jpg,416,416,license-plate,32,297,74,316
87b4f1202cd06440_jpg.rf.2ac9ee95057ccf91f52c0e43dfe0de40.jpg,416,416,vehicle,0,221,28,317
87b4f1202cd06440_jpg.rf.2ac9ee95057ccf91f52c0e43dfe0de40.jpg,416,416,vehicle,3,215,224,390
